;respno;country;country_r5list;countrybyregion;urbrur;region;locationlevel1;locationlevel2;locationlevel3;locationlevel4;locationlevel5;townvill;eanumb;eanumb_ab;uniqueea;ea_svc_a;ea_svc_b;ea_svc_c;ea_svc_d;ea_fac_a;ea_fac_b;ea_fac_c;ea_fac_d;ea_fac_e;ea_fac_f;ea_fac_g;ea_sec_a;ea_sec_b;ea_sec_c;ea_sec_d;ea_sec_e;ea_road_a;ea_road_b;nocall_1;nocall_1other;nocall_2;nocall_2other;nocall_3;nocall_3other;nocall_4;nocall_4other;nocall_5;nocall_5other;nocall_6;nocall_7;prevint;thisint;adult_ct;calls;dateintr;strtime;q1;q2;q2other;q3;q4a;q4b;q5;q6;q7;q8a;q8b;q8c;q8d;q8e;q8f;q9;q10a;q10b;q11a;q11b;q12a;q12b;q12c;q12d;q12e;q13;q14;q15a;q15b;q15c;q16;q17;q18;q19a;q19b;q20a;q20b;q21;q22;q23a;q23b;q23c;q23d;q24a;q24b;q24c;q24d;q24e;q24f;q25a;q25b;q26a;q26b;q26c;q26d;q26e;q26f;q27a;q27b;q27c;q27d;q27e;q28a;q28b;q28c;q28d_arb;q29a;q29b;q29c;q29d;q29e;q29f;q29g;q30;q31;q32;q33;q34;q35;q36;q37;q38;q39;q39_arb_a;q39_arb_b;q39_arb_c;q39_arb_d;q40;q41;q42a;q42b;q42c;q43;q44;q45a;q45b;q45c;q45d;q45e;q46;q47a;q47b;q48a;q48b;q48c;q48d;q48e;q48f;q49;q50;q51a;q51b;q51c;q51d;q52a;q52b;q52c;q52d;q52e;q52f;q52g;q52h;q52i;q52j;q52k;q52l;q53a;q53b;q53c;q53d;q53e;q53f;q53g;q53h;q53i;q53j;q54;q55a;q55b;q55c;q55d;q55e;q55f;q55g;q55h;q55i;q55j;q55k;q55l;q56;q57a;q57b;q58;q58other;q59a;q59b;q60pt1;q60pt1other;q60pt2;q60pt2other;q60pt3;q60pt3other;q61a;q61b;q62;q63a;q63b;q63c;q63d;q64;q65a;q65b;q65c;q66a;q66b;q66c;q66d;q66e;q66f;q66g;q66h;q66i;q66j;q66k;q66l;q66m;q67a;q67b;q68a;q68b;q68c;q68d;q69a;q69b;q69c;q70a;q70b;q71a;q71b;q71bother;q72;q73a;q73b;q73c;q73d;q73e;q74a;q74aother;q74b;q74bother;q75a;q75b;q76;q77;q78;q79a;q79b;q80a;q80aother;q80b;q81a;q81b;q81c;q81d;q81e;q87;q87other;q88a;q88b;q89a;q89b;q89c;q89d;q89e;q90a;q90b;q90bother;q91a;q91b;q91c;q91d;q92a;q92b;q93a;q93b;q94;q95;q96a;q96b;q97;q98a;q98aother;q98b;q99;q99other;q100;endtime;length;q101;q102;q102other;q103;q103other;q104;q105;q106;q107a;q107b;q107c;q107d;q107e;q108;q110a;q110b;q110c;q110d;q110e;q110f;q112;q113;q114;q115;q116;q116other;q116a1;q116a1_other;q117;withinwt;combinwt;r1only;r2only;r3only;r4only;r5only;westafricaonly;eastafricaonly;southernafricaonly;northafricaonly;centralafricaonly;geoname_id;precision_code;place_name;latitude;longitude;location_type_code;geoname_adm_code;geoname_adm_name;location_class;geographic_exactness
46892;TUN0156;33;32;4;1;1581;Cité Ettadhame;;;;;09-avr.;13;20;222880;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;7;;1;;7;;1;;1;;3;9997;1;2;5;1;16-Apr-15;10:37:00 AM;52;5;;1;2;1;2;2;4;2;1;2;1;3;3;0;2;0;0;0;0;3;0;0;0;2;0;4;4;4;3;3;1;0;0;1;1;1;2;0;0;1;0;0;0;0;0;0;0;7;7;3;3;3;2;3;2;1;1;1;0;0;1;4;2;99;1;Freedom of expression;;;1;9996;9996;3;3;1;3;3;4;2;2;1;2;99;99;99;99;3;4;5;5;4;2;3;1;2;2;2;2;2;1;1;3;3;3;2;3;1;2;2;1;3;3;1;3;1;3;0;0;3;0;3;3;1;0;0;0;1;9;2;0;2;0;0;0;2;2;2;0;2;0;1;0;7;7;2;0;7;7;7;7;7;7;;0;0;24;;20;;14;;1;0;4;1;1;1;1;4;1;4;4;3;3;3;3;2;1;2;2;2;2;2;2;2;2;2;99;99;99;99;0;2;3;4;4;4;1;;0;7;7;7;7;7;2;;6;;2;3;2;3;3;1;1;3;;3;9;9;9;9;1;99;;99;99;3;3;1;3;3;0;9997;;1;1;0;0;0;0;1;1;4;0;2;1;2;18;;6;1580;;8;11:24:00 AM;47;2;4;;5;;1;8;3;1;0;0;0;0;0;1;1;1;2;1;1;TUN12;23;1;2;5;;48;;5;1.0057812;1.01;0;0;0;0;1;0;0;0;1;0;11109022;3;Délégation de Cité Ettadhamen;36.836418;10.10387;ADM2;6295630|6255146|TN|38|11109022;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|Délégation de Cité Ettadhamen;1;1
46893;TUN0157;33;32;4;1;1581;Cité Ettadhame;;;;;09-avr.;13;20;222880;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;3;;3;;6;;3;;9997;;9997;9997;2;1;3;1;5-May-15;3:10:00 PM;33;5;;1;2;2;3;2;4;1;0;2;0;3;5;0;0;0;0;0;1;2;2;4;4;2;1;4;4;4;1;2;3;0;0;0;0;2;3;0;0;1;0;0;0;0;0;0;0;7;7;3;1;3;1;3;1;2;1;1;0;0;4;1;4;99;1;Freedom of expression;;;1;9996;9996;3;4;1;1;1;4;1;3;1;1;99;99;99;99;2;2;5;5;5;1;4;2;2;0;0;1;2;3;3;3;0;0;0;3;0;3;1;0;3;2;0;1;0;1;3;3;2;0;0;3;1;1;2;3;3;3;3;2;2;2;2;2;2;1;7;7;3;0;2;0;7;7;7;7;7;7;7;7;7;7;;0;0;33;Prices;3;;4;;1;0;4;1;1;1;1;1;4;1;1;3;1;1;1;1;3;1;1;1;2;1;3;2;1;1;99;99;99;99;0;0;1;1;4;4;2;;1;0;0;0;0;0;19;Fear of problems;14;;2;3;4;4;4;0;0;8;Germany;1;3;2;5;5;4;99;;99;99;1;1;1;1;1;0;9997;;1;1;0;1;4;4;1;1;5;1;6;2;4;18;;4;9999;;7;3:57:00 PM;47;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN09;30;1;2;5;;48;;6;1.0057812;1.01;0;0;0;0;1;0;0;0;1;0;11109022;3;Délégation de Cité Ettadhamen;36.836418;10.10387;ADM2;6295630|6255146|TN|38|11109022;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|Délégation de Cité Ettadhamen;1;1
46894;TUN0158;33;32;4;1;1581;Cité Ettadhame;;;;;09-avr.;13;20;222880;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;1;;1;;1;;1;;9997;;9997;9997;1;2;2;1;16-Apr-15;11:50:00 AM;42;5;;2;4;4;2;4;5;2;2;3;2;4;3;0;4;3;2;0;4;4;4;4;4;3;2;4;4;4;1;3;4;0;2;1;0;0;4;0;0;1;0;0;0;0;0;0;1;1;2;3;2;3;1;3;2;1;2;0;0;0;2;4;2;99;1;Freedom of expression;;;1;9996;9996;2;1;1;3;4;4;4;4;4;4;99;99;99;99;1;1;2;2;4;1;1;2;2;0;2;0;0;1;1;3;0;2;2;0;2;0;1;3;3;2;1;3;2;3;3;3;3;0;3;3;3;9;1;0;2;2;2;1;0;0;9;3;1;4;4;0;4;3;1;0;7;7;1;0;7;7;0;7;7;7;;0;0;23;;33;High prices;23;;4;0;1;1;1;1;1;1;5;4;2;3;3;4;3;2;3;2;2;4;4;4;4;4;1;1;99;99;99;99;0;0;3;1;4;5;2;;1;0;0;0;0;0;16;;19;Threat from reporting;2;3;4;3;1;0;0;2;;1;1;1;5;5;4;99;;99;99;1;3;3;3;3;1;1580;;1;1;1;1;4;4;1;1;5;3;12;1;8;18;;1;1580;;1;12:53:00 PM;63;2;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN14;21;2;2;5;;48;;6;1.0057812;1.01;0;0;0;0;1;0;0;0;1;0;11109022;3;Délégation de Cité Ettadhamen;36.836418;10.10387;ADM2;6295630|6255146|TN|38|11109022;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|Délégation de Cité Ettadhamen;1;1
46895;TUN0159;33;32;4;1;1581;Cité Ettadhame;;;;;09-avr.;13;20;222880;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;1;;1;;9997;;9997;;9997;;9997;9997;2;1;2;1;5-May-15;3:16:00 PM;47;5;;1;2;1;2;2;4;0;0;0;1;1;7;0;2;0;0;0;1;4;3;3;3;2;0;4;2;3;2;4;1;0;0;3;3;1;9;0;0;0;0;0;0;0;0;0;0;7;7;3;2;3;2;3;2;1;0;0;1;0;1;3;1;99;1;Freedom in general;Social justice;Governance for people;1;6;2;3;1;4;4;1;1;4;1;1;2;99;99;99;99;2;3;5;5;5;1;1;2;2;9;2;0;3;3;2;1;0;0;1;1;0;2;1;2;2;3;1;2;3;3;3;3;3;3;3;3;0;0;3;1;1;1;1;1;1;1;1;1;1;1;4;0;4;0;7;7;7;7;7;7;7;7;7;7;7;7;;0;9;9995;Clean Environment;23;;3;;1;0;0;1;1;1;2;5;4;3;4;1;3;2;1;1;1;2;1;2;2;1;1;3;1;3;99;99;99;99;1;0;1;3;4;1;0;;0;7;7;7;7;7;19;The fear of the police;4;;3;3;3;4;4;2;2;8;Germany;3;3;1;6;5;2;99;;99;99;3;3;1;1;1;1;1580;;1;1;1;1;4;3;1;1;1;2;7;1;5;18;;4;9999;;3;4:07:00 PM;51;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN08;27;1;2;5;;48;;8;1.0057812;1.01;0;0;0;0;1;0;0;0;1;0;11109022;3;Délégation de Cité Ettadhamen;36.836418;10.10387;ADM2;6295630|6255146|TN|38|11109022;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|Délégation de Cité Ettadhamen;1;1
46896;TUN0160;33;32;4;1;1581;Cité Ettadhame;;;;;09-avr.;13;20;222880;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;0;2;4;1;16-Apr-15;12:42:00 PM;50;5;;1;2;4;4;4;4;0;0;2;2;1;3;0;3;4;2;1;4;4;1;0;0;2;1;4;4;4;1;1;4;0;0;1;1;1;3;0;0;1;0;0;0;3;0;0;0;1;2;3;3;3;3;3;3;1;1;0;2;1;1;1;1;99;1;Freedom;Stability of the country;;1;4;9996;3;4;1;4;4;4;1;2;5;4;99;99;99;99;3;3;5;5;4;4;4;1;2;2;2;2;3;1;0;1;3;3;3;3;1;3;1;1;2;3;1;2;2;3;1;2;2;9;3;3;1;1;2;0;1;1;1;1;1;1;1;1;2;2;1;0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;1;0;23;;3;;1;;1;0;2;1;1;1;1;1;1;2;1;3;1;1;3;1;2;2;1;2;1;3;1;1;1;1;99;99;99;99;0;2;1;3;2;5;2;;2;0;0;0;0;1;16;;2;;2;2;4;3;3;1;1;3;;3;2;2;6;9;2;99;;99;99;2;3;2;2;3;1;1584;;1;1;0;0;4;3;1;1;5;1;2;1;4;18;;1;1584;;99;2:06:00 PM;84;2;4;;5;;1;8;4;1;0;0;0;0;0;1;2;1;1;1;2;TUN20;27;2;2;5;;48;;6;1.0057812;1.01;0;0;0;0;1;0;0;0;1;0;11109022;3;Délégation de Cité Ettadhamen;36.836418;10.10387;ADM2;6295630|6255146|TN|38|11109022;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|Délégation de Cité Ettadhamen;1;1
46897;TUN0161;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;1;;2;;1;;1;;3;;3;9997;0;1;2;1;15-Apr-15;3:00:00 PM;42;5;;2;1;4;2;3;4;0;0;1;1;1;7;0;0;0;0;0;0;1;0;0;0;0;1;4;3;4;1;4;1;0;0;0;0;7;4;0;0;1;0;0;0;0;0;0;0;7;7;3;2;3;1;1;3;0;0;1;4;0;1;1;1;99;1;Freedom of expression;Freedom of election;;1;3;9996;2;2;1;3;1;4;3;1;2;1;99;99;99;99;2;3;5;4;1;3;4;2;2;9;1;9;1;2;0;2;0;1;3;2;0;3;1;0;3;3;0;3;2;3;0;2;3;2;0;3;2;0;1;0;9;9;3;3;3;2;0;9;3;2;7;7;2;0;7;7;7;7;7;7;4;0;7;7;7;7;;0;0;4;;16;;20;;1;0;7;1;1;1;1;4;2;4;1;2;1;2;2;1;1;2;1;1;2;3;1;3;3;1;99;99;99;99;1;2;1;1;4;4;0;;1;0;1;0;1;3;6;;12;;3;2;1;3;3;0;1;5;;1;3;4;2;5;4;99;;99;99;1;1;1;1;2;0;9997;;0;1;0;1;4;0;1;1;4;3;6;2;3;18;;2;1580;;7;4:08:00 PM;68;1;4;;5;;1;8;1;0;0;0;0;0;1;1;1;1;2;2;2;TUN14;21;2;2;5;;48;;6;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46898;TUN0162;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;3;;3;;2;;1;;9997;;9997;9997;0;2;4;1;15-Apr-15;3:08:00 PM;45;5;;1;1;2;1;1;2;0;0;0;0;0;7;0;2;1;0;0;4;4;4;4;4;2;1;4;4;4;4;1;4;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;7;7;3;2;2;1;3;1;1;1;1;4;0;1;1;1;99;1;Human rights;Development and Social justice;;1;6;9996;3;4;4;4;4;4;2;1;4;1;99;99;99;99;2;3;5;5;5;1;4;2;1;2;2;2;2;3;1;1;1;0;2;3;1;3;2;0;0;2;1;0;1;1;1;0;2;2;2;3;1;3;2;1;1;2;2;1;1;2;0;0;3;4;1;0;2;0;1;0;7;7;7;7;7;7;7;7;7;7;;1;0;23;;20;;1;;2;1;0;1;1;1;2;4;4;2;2;2;1;1;1;2;2;2;1;3;2;3;2;2;3;9;99;99;99;99;1;1;1;1;3;5;2;;0;7;7;7;7;7;2;;17;;2;2;1;4;3;1;1;4;;2;3;5;5;4;1;99;;99;99;3;3;2;3;3;1;1581;;1;1;0;1;4;0;1;1;5;3;7;2;2;18;;6;9999;;8;4:17:00 PM;69;2;4;;5;;1;8;2;1;1;0;0;0;1;1;1;1;1;1;1;TUN09;30;1;2;5;;48;;6;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46899;TUN0163;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;3;;3;;3;;1;;9997;;9997;9997;0;1;3;1;15-Apr-15;3:10:00 PM;51;5;;2;4;4;3;3;4;0;0;0;2;2;3;0;4;0;0;0;0;3;0;0;0;1;0;4;4;4;3;4;3;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;7;7;3;3;2;2;3;2;1;1;1;0;0;1;2;1;99;1;Freedom of expression;;;1;9996;9996;1;2;1;4;2;3;1;1;3;1;99;99;99;99;2;3;5;5;5;1;3;0;3;9;1;2;2;2;2;1;0;3;1;3;1;2;1;0;3;3;1;0;1;0;3;0;0;1;3;3;0;1;1;1;0;3;3;1;2;1;0;1;2;2;7;7;7;7;2;0;2;0;7;7;7;7;7;7;7;11;;0;0;23;;3;;14;;3;9;1;1;1;1;1;9;1;4;2;2;2;2;1;1;2;2;2;3;2;1;3;3;2;2;99;99;99;99;0;1;3;4;4;5;1;;0;7;7;7;7;7;2;;5;;2;3;3;4;4;0;1;3;;3;2;4;3;1;5;99;;99;99;3;3;1;3;3;0;9997;;0;1;1;1;4;0;1;1;4;2;7;2;2;18;;5;9999;;1;4:16:00 PM;66;1;4;;5;;1;8;1;0;0;0;0;0;0;1;2;1;1;1;1;TUN12;23;1;2;5;;48;;5;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46900;TUN0164;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;0;2;3;1;15-Apr-15;3:09:00 PM;68;5;;1;1;1;1;1;4;3;3;4;3;4;5;0;4;4;3;1;3;3;0;0;0;3;0;1;1;1;4;2;4;0;0;1;1;1;2;0;0;0;0;3;0;3;0;2;2;1;2;3;2;2;2;1;2;1;1;4;3;0;5;1;2;99;1;Freedom in general;;;1;9996;9996;1;3;4;1;9;1;4;4;1;3;99;99;99;99;1;2;2;5;1;4;2;2;3;2;2;0;1;1;0;2;1;2;3;2;0;1;3;2;3;0;0;0;0;0;0;0;0;0;3;3;1;0;2;3;2;2;1;1;1;0;1;1;2;1;7;7;4;0;7;7;7;7;7;7;7;7;7;7;7;2;;0;0;4;;3;;20;;1;0;3;1;1;1;2;9;2;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;99;99;99;99;0;0;3;1;7;4;1;;0;7;7;7;7;7;2;;14;;2;2;1;3;1;1;0;3;;3;1;2;5;5;1;99;;99;99;1;4;1;1;3;0;9997;;1;1;0;1;1;0;1;1;2;0;2;1;0;18;;6;9999;;8;4:20:00 PM;71;2;4;;5;;1;8;1;0;0;0;0;0;1;1;1;1;1;2;1;TUN10;19;1;2;5;;48;;7;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46901;TUN0165;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;3;;2;;9997;;9997;;9997;;9997;9997;2;1;2;1;15-Apr-15;4:45:00 PM;85;5;;1;2;1;1;1;5;0;0;2;0;4;5;0;1;0;0;0;0;2;0;0;0;0;0;4;9;4;2;9;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;7;7;3;1;2;1;3;3;0;0;0;0;0;3;1;1;99;3;;;;9999;9996;9996;1;2;1;4;1;3;1;1;9;4;99;99;99;99;8;9;5;5;5;1;3;9;9;9;9;9;9;2;2;1;9;9;3;2;3;3;9;3;9;9;0;1;1;9;9;9;1;9;3;3;9;9;9;9;9;9;9;9;9;9;9;0;9;9;7;7;3;0;7;7;7;7;7;7;7;7;7;7;7;7;;0;0;4;;3;;9996;;1;9;4;1;9;9;9;9;4;3;4;1;1;1;1;1;2;1;2;1;2;9;9;2;3;2;99;99;99;99;1;1;1;1;3;2;1;;0;7;7;7;7;7;0;;9996;;2;3;4;4;3;1;1;9999;;9;9;9;5;5;9;99;;99;99;3;3;3;3;3;0;9997;;0;1;0;0;0;0;1;1;4;0;3;1;0;18;;6;9997;;99;5:50:00 PM;65;1;4;;5;;1;8;3;1;1;0;0;0;2;1;1;1;1;1;1;TUN09;30;1;2;5;;48;;6;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46902;TUN0166;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;1;;1;;1;;1;;1;;1;9997;1;2;3;1;5-May-15;4:06:00 PM;45;5;;9;2;1;4;3;4;3;3;3;3;4;2;0;4;4;0;2;0;0;0;0;0;0;1;1;4;4;9;1;4;0;0;1;1;2;9;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;2;3;2;9;1;1;0;1;4;1;4;99;3;;;;9999;9996;9996;9;4;1;1;1;4;1;4;4;1;99;99;99;99;8;9;5;5;5;1;9;2;2;9;2;9;2;2;2;0;9;1;2;9;1;0;1;3;3;3;0;3;0;0;9;3;0;9;2;3;0;3;0;0;3;1;1;0;0;1;2;2;9;1;7;7;7;7;7;7;7;7;3;0;7;7;7;7;7;7;;0;0;2;;3;;4;;1;0;0;1;1;1;2;1;9;9;4;1;1;1;1;1;1;1;1;3;1;1;9;3;3;9;99;99;99;99;4;4;9;3;4;1;0;;0;7;7;7;7;7;4;;2;;9;3;1;4;2;9;9;9995;Dubai;1;9;9;5;5;9;99;;99;99;1;3;1;1;3;1;1580;;0;1;0;1;4;0;1;1;4;2;6;2;2;18;;6;9999;;99;5:10:00 PM;64;2;4;;5;;1;8;5;0;0;0;0;0;1;1;1;1;1;1;1;TUN17;40;2;2;5;;48;;7;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46903;TUN0167;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;2;;3;;2;;9997;;9997;;9997;9997;2;1;2;1;15-Apr-15;4:47:00 PM;53;5;;1;2;1;1;4;4;3;2;3;3;3;3;0;3;3;3;0;3;2;0;0;0;3;1;1;4;4;1;4;4;0;0;1;1;0;1;1;0;0;0;3;0;3;0;0;0;2;2;3;2;3;3;1;3;1;1;3;2;0;4;5;2;99;1;Freedom in general;;;1;9996;9996;3;4;1;1;1;4;1;4;4;1;99;99;99;99;4;4;4;5;5;1;1;2;3;3;2;0;2;3;3;3;2;2;2;0;2;0;1;3;3;2;0;3;0;2;0;0;2;0;0;3;3;0;3;1;0;1;0;1;1;3;1;0;0;3;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;1;0;3;;4;;9996;;3;0;1;1;1;1;1;1;3;4;1;1;1;1;1;1;3;3;4;3;1;3;3;3;2;3;99;99;99;99;0;3;3;4;4;5;1;;0;7;7;7;7;7;14;;19;Threat from reporting;3;3;4;4;1;1;1;3;;1;2;4;2;5;4;99;;99;99;1;3;1;1;3;0;9997;;0;0;0;1;4;0;1;1;4;1;6;4;0;18;;5;9999;;8;5:45:00 PM;58;1;4;;5;;1;8;2;0;0;0;0;0;0;1;1;1;1;3;2;TUN10;19;1;2;5;;48;;7;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46904;TUN0168;33;32;4;1;1581;El Mnihla;;;;;El Mnihla;30;21;234024;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;1;2;6;1;15-Apr-15;4:40:00 PM;53;5;;1;3;3;3;2;4;0;0;0;1;2;5;0;0;0;1;0;0;3;0;0;0;2;1;4;4;4;3;2;2;0;0;1;1;7;3;0;0;1;0;0;0;0;0;0;0;7;7;3;3;3;3;2;3;1;1;1;0;0;9;4;2;99;3;;;;9999;9996;9996;1;2;2;2;2;3;1;3;3;2;99;99;99;99;2;9;4;5;4;2;3;3;2;2;3;3;2;1;2;3;0;0;3;3;1;2;2;3;2;3;3;0;3;3;3;0;0;1;3;3;3;1;1;3;0;3;3;2;1;1;1;1;2;1;2;0;3;0;7;7;7;7;7;7;7;7;7;7;7;0;;0;0;3;;14;;23;;3;0;4;1;1;1;1;9;4;1;4;2;2;2;2;1;2;2;3;3;2;1;2;2;2;1;99;99;99;99;0;2;3;4;4;4;1;;0;7;7;7;7;7;2;;5;;2;3;2;3;4;9;3;3;;3;9;5;6;1;9;99;;99;99;3;3;1;3;3;0;9997;;0;1;1;0;0;0;1;1;4;0;2;1;0;18;;6;9999;;8;5:44:00 PM;64;2;4;;5;;1;8;5;1;1;0;0;0;0;1;1;1;1;1;1;TUN12;23;1;2;5;;48;;5;1.009334;1.01;0;0;0;0;1;0;0;0;1;0;11109023;3;El Mnihla;36.86618;10.11215;ADM2;6295630|6255146|TN|38|11109023;Earth|Africa|Tunisia|Gouvernorat de l’Ariana|El Mnihla;1;1
46905;TUN0169;33;32;4;2;1581;Kalaât El Anda;;;;;Bou Hanach;7;22;245168;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;3;;3;;9997;;9997;;9997;;9997;9997;0;1;2;1;15-Apr-15;3:08:00 PM;41;5;;1;1;4;3;1;1;0;2;0;0;0;3;0;0;1;1;0;4;4;4;0;0;3;2;4;4;4;1;4;2;0;0;3;0;1;2;0;1;1;0;3;0;3;0;2;2;2;1;3;1;3;3;3;2;3;1;1;0;3;1;5;5;99;1;Freedom of expression;;;1;9996;9996;2;2;4;2;3;2;3;4;4;1;99;99;99;99;2;1;4;5;5;1;1;3;2;0;2;0;2;1;1;3;0;3;3;1;0;3;1;3;1;3;2;2;0;2;3;0;2;0;1;3;0;2;1;1;1;1;3;3;3;1;1;1;1;1;4;0;4;0;7;7;7;7;3;0;4;0;7;7;7;4;;0;0;1;;23;;20;;3;0;1;1;1;1;2;5;3;1;4;3;3;3;3;2;3;1;4;3;3;3;1;3;1;1;99;99;99;99;4;4;1;1;4;5;2;;0;7;7;7;7;7;9;;14;;3;3;1;4;1;0;0;9995;Egypt;2;1;5;2;5;4;99;;99;99;5;4;4;4;4;1;1580;;1;1;1;1;4;4;1;1;2;3;5;1;4;18;;4;1580;;99;4:17:00 PM;69;1;4;;5;;1;8;4;0;0;0;0;0;2;1;2;2;2;1;2;TUN08;27;1;2;5;;48;;8;.8800115;.88;0;0;0;0;1;0;0;0;1;0;2464461;6;Tunisia;34;9;PCLI;6295630|6255146|TN;Earth|Africa|Tunisia;1;1
46906;TUN0170;33;32;4;2;1581;Kalaât El Anda;;;;;Bou Hanach;7;22;245168;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;;9997;;9997;;9997;;9997;;9997;9997;0;2;3;1;15-Apr-15;3:10:00 PM;70;5;;2;2;4;4;5;4;0;0;0;0;0;7;0;0;0;0;0;0;4;0;0;0;2;1;4;4;4;3;4;4;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;7;7;3;3;2;3;2;1;0;0;0;0;0;5;5;2;99;1;Freedom;;;1;9996;9996;3;3;2;4;4;4;1;2;9;9;99;99;99;99;9;9;4;4;4;2;3;9;1;3;3;3;3;9;9;1;9;9;9;9;9;9;9;9;9;1;0;3;3;3;3;3;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;5;7;7;1;0;7;7;7;7;7;7;7;7;7;7;7;7;;9;9;3;;9996;;9996;;3;1;1;1;1;1;2;9;4;1;4;3;3;2;1;1;9;3;3;3;9;9;9;9;2;2;99;99;99;99;0;0;1;3;3;4;1;;0;7;7;7;7;7;9999;;9996;;2;3;9;3;3;3;3;3;;4;1;2;9;9;9;99;;99;99;3;3;1;1;3;1;1581;;0;1;0;1;2;0;1;1;5;0;2;1;0;18;;6;1581;;8;4:58:00 PM;108;2;4;;5;;1;8;4;0;1;0;0;0;3;1;2;-1;1;1;1;TUN18;19;2;2;5;;48;;5;.8800115;.88;0;0;0;0;1;0;0;0;1;0;2464461;6;Tunisia;34;9;PCLI;6295630|6255146|TN;Earth|Africa|Tunisia;1;1
